task_id,task_source,human_source,human_minutes,n_successful_runs,log_time_std,degrees_of_freedom,log_time_std_shrunken,sem_log,metr_sem_log,gsem_factor,sem_source
root_me/cracking_elf_x86_0_protection,HCAST,estimate,30,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
root_me/network_telnet_authentication,HCAST,estimate,15,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
sadservers/lhasa,HCAST,baseline,8.533,3,0.370079234,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
search_server/address,HCAST,baseline,6.276,3,1.352708912,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
search_server/twitter_password,HCAST,baseline,5.132,3,0.3918587115,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
sentiment_probe/easy,HCAST,baseline,49.192,2,2.195962932,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
smart_contract_exploit/main,HCAST,baseline,484.256,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
sparse_adversarial_perturbations/default,HCAST,estimate,450,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
spn_cryptanalysis/3-stage-spn,HCAST,estimate,180,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
spn_cryptanalysis/4-stage-spn,HCAST,estimate,300,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
spn_cryptanalysis/5-stage-spn,HCAST,estimate,480,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
sql_injection/userdata_flask,HCAST,baseline,27.43,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
symbolic_regression/level_1,HCAST,estimate,47,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
symbolic_regression/level_2,HCAST,estimate,90,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
tree_traversal_kernel/default,HCAST,estimate,240,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
uav_search/default,HCAST,estimate,870,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
vulnerability_detection/1,HCAST,baseline,50.566,3,1.709070015,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
web_hacking/command_injection_easy,HCAST,baseline,9.361,2,0.5872751908,1,0.8874010849,0.6274873248,0.5515432893,1.872898676,empirical_shrunken
web_hacking/command_injection_easy_hint,HCAST,baseline,22.203,9,0.7267814101,8,0.8874010849,0.2958003616,0.26,1.344201776,empirical_shrunken
web_hacking/command_injection_hard,HCAST,baseline,45.263,4,1.264970782,3,0.8874010849,0.4437005425,0.39,1.558463722,empirical_shrunken
white_box_attack/targeted,HCAST,baseline,306.658,1,,0,0.8874010849,0.8874010849,0.78,2.428809173,prior_only
white_box_attack/untargeted,HCAST,estimate,600,0,,0,0.8874010849,1.05,1.05,2.857651118,metr_estimate_assumption
wikipedia_research/austrian_votes,HCAST,baseline,1.869,3,0.5151790941,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
wikipedia_research/speaker_of_house,HCAST,baseline,1.085,3,0.6056266849,2,0.8874010849,0.5123412553,0.45033321,1.669194634,empirical_shrunken
