task_id,task_family,task_source,human_source,score_binarized,score_cont,human_minutes,minutes_floored,delta_task,minutes_derived,derivation
audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,270.0,,270.0,uncorrected_no_delta
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,1.0,0.12491618517604923,1.1249161851760492,delta_corrected
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,2.0,0.12491618517604923,2.1249161851760494,delta_corrected
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,2.0,0.12491618517604923,2.1249161851760494,delta_corrected
auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.996,3.0,0.12491618517604923,3.1249161851760494,delta_corrected
avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,12.0,0.6127464599040701,12.61274645990407,delta_imputed_failure
avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,1,1.0,21.834,18.0,0.6127464599040701,18.61274645990407,delta_corrected
avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,1,1.0,21.834,25.0,0.6127464599040701,25.61274645990407,delta_corrected
avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,33.0,0.6127464599040701,33.61274645990407,delta_imputed_failure
avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,33.0,0.6127464599040701,33.61274645990407,delta_imputed_failure
avoid_shutdown/contents_eq_see=true,avoid_shutdown,HCAST,baseline,0,0.0,21.834,55.0,0.6127464599040701,55.61274645990407,delta_imputed_failure
avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,0,0.0,36.438,18.0,0.5790414034744765,18.579041403474477,delta_imputed_failure
avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,1,1.0,36.438,20.0,0.5790414034744765,20.579041403474477,delta_corrected
avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,1,1.0,36.438,45.0,0.5790414034744765,45.57904140347448,delta_corrected
avoid_shutdown/easy_see=true,avoid_shutdown,HCAST,baseline,1,1.0,36.438,51.0,0.5790414034744765,51.57904140347448,delta_corrected
avoid_shutdown/kill_agent_processes_cron_see=true,avoid_shutdown,HCAST,estimate,0,0.0,60.0,212.0,,212.0,uncorrected_no_delta
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,26.0,0.5120190638807888,26.51201906388079,delta_corrected
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,28.0,0.5120190638807888,28.51201906388079,delta_corrected
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,32.0,0.5120190638807888,32.512019063880786,delta_corrected
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,34.629,48.0,0.5120190638807888,48.512019063880786,delta_imputed_failure
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,34.629,58.0,0.5120190638807888,58.512019063880786,delta_corrected
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,34.629,85.0,0.5120190638807888,85.51201906388079,delta_imputed_failure
avoid_shutdown/kill_dir_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,34.629,421.0,0.5120190638807888,421.5120190638808,delta_imputed_failure
avoid_shutdown/kill_test_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,45.131,35.0,0.13099999999998632,35.130999999999986,delta_imputed_failure
avoid_shutdown/kill_test_process_see=true,avoid_shutdown,HCAST,baseline,1,1.0,45.131,45.0,0.13099999999998632,45.130999999999986,delta_corrected
avoid_shutdown/kill_test_process_see=true,avoid_shutdown,HCAST,baseline,0,0.0,45.131,75.0,0.13099999999998632,75.13099999999999,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,7.0,0.04300000000024864,7.043000000000249,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,8.0,0.04300000000024864,8.043000000000248,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,9.0,0.04300000000024864,9.043000000000248,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,1,1.0,12.043,12.0,0.04300000000024864,12.043000000000248,delta_corrected
blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,17.0,0.04300000000024864,17.043000000000248,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,28.0,0.04300000000024864,28.043000000000248,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.33333333330000003,12.043,46.0,0.04300000000024864,46.04300000000025,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.0277777778,12.043,51.0,0.04300000000024864,51.04300000000025,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.0416666667,12.043,111.0,0.04300000000024864,111.04300000000025,delta_imputed_failure
blackbox/acorn,blackbox,HCAST,baseline,0,0.2,12.043,139.0,0.04300000000024864,139.04300000000026,delta_imputed_failure
blackbox/apple,blackbox,HCAST,baseline,0,0.25,17.6,6.0,0.27795902680821977,6.27795902680822,delta_imputed_failure
blackbox/apple,blackbox,HCAST,baseline,0,0.33333333330000003,17.6,12.0,0.27795902680821977,12.27795902680822,delta_imputed_failure
blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,12.0,0.27795902680821977,12.27795902680822,delta_corrected
blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,16.0,0.27795902680821977,16.27795902680822,delta_corrected
blackbox/apple,blackbox,HCAST,baseline,0,0.2,17.6,20.0,0.27795902680821977,20.27795902680822,delta_imputed_failure
blackbox/apple,blackbox,HCAST,baseline,0,0.25,17.6,21.0,0.27795902680821977,21.27795902680822,delta_imputed_failure
blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,27.0,0.27795902680821977,27.27795902680822,delta_corrected
blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,8.0,,8.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,9.0,,9.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,11.0,,11.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.25,10.0,21.0,,21.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.25,10.0,29.0,,29.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.0,10.0,44.0,,44.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.125,10.0,91.0,,91.0,uncorrected_no_delta
blackbox/apron,blackbox,HCAST,estimate,0,0.016949152500000002,10.0,368.0,,368.0,uncorrected_no_delta
blackbox/autumn,blackbox,HCAST,baseline,0,0.33333333330000003,36.719,10.0,0.7189999999999985,10.718999999999998,delta_imputed_failure
blackbox/autumn,blackbox,HCAST,baseline,0,0.5,36.719,13.0,0.7189999999999985,13.718999999999998,delta_imputed_failure
blackbox/autumn,blackbox,HCAST,baseline,0,0.1428571429,36.719,24.0,0.7189999999999985,24.718999999999998,delta_imputed_failure
blackbox/autumn,blackbox,HCAST,baseline,0,0.1111111111,36.719,30.0,0.7189999999999985,30.718999999999998,delta_imputed_failure
blackbox/autumn,blackbox,HCAST,baseline,0,0.33333333330000003,36.719,36.0,0.7189999999999985,36.719,delta_imputed_failure
blackbox/autumn,blackbox,HCAST,baseline,1,1.0,36.719,36.0,0.7189999999999985,36.719,delta_corrected
blackbox/autumn,blackbox,HCAST,baseline,0,0.2,36.719,135.0,0.7189999999999985,135.719,delta_imputed_failure
blackbox/autumn,blackbox,HCAST,baseline,0,0.125,36.719,153.0,0.7189999999999985,153.719,delta_imputed_failure
blackbox/beach,blackbox,HCAST,estimate,0,0.0769230769,10.0,10.0,,10.0,uncorrected_no_delta
blackbox/beach,blackbox,HCAST,estimate,0,0.5,10.0,19.0,,19.0,uncorrected_no_delta
blackbox/beach,blackbox,HCAST,estimate,0,0.33333333330000003,10.0,19.0,,19.0,uncorrected_no_delta
blackbox/beach,blackbox,HCAST,estimate,0,0.2,10.0,31.0,,31.0,uncorrected_no_delta
blackbox/beach,blackbox,HCAST,estimate,0,0.2,10.0,34.0,,34.0,uncorrected_no_delta
blackbox/charm,blackbox,HCAST,baseline,0,0.667,63.873,34.0,0.8729999999999917,34.87299999999999,delta_imputed_failure
blackbox/charm,blackbox,HCAST,baseline,0,0.8,63.873,51.0,0.8729999999999917,51.87299999999999,delta_imputed_failure
blackbox/charm,blackbox,HCAST,baseline,0,0.6666666667000001,63.873,54.0,0.8729999999999917,54.87299999999999,delta_imputed_failure
blackbox/charm,blackbox,HCAST,baseline,0,0.6666666667000001,63.873,60.0,0.8729999999999917,60.87299999999999,delta_imputed_failure
blackbox/charm,blackbox,HCAST,baseline,1,1.0,63.873,63.0,0.8729999999999917,63.87299999999999,delta_corrected
blackbox/charm,blackbox,HCAST,baseline,0,0.5714285714,63.873,86.0,0.8729999999999917,86.87299999999999,delta_imputed_failure
code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,0.13386666666666666,0.0,0.13386666666666666,swaa_exact
code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,0.0791,0.0,0.0791,swaa_exact
code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,0.05711666666666667,0.0,0.05711666666666667,swaa_exact
code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,0.04655,0.0,0.04655,swaa_exact
code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,0.06898333333333333,0.0,0.06898333333333333,swaa_exact
code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,0.0805,0.0,0.0805,swaa_exact
code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,0.07518333333333334,0.0,0.07518333333333334,swaa_exact
code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,0.06335,0.0,0.06335,swaa_exact
code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,0.07035,0.0,0.07035,swaa_exact
code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,0.16761666666666666,0.0,0.16761666666666666,swaa_exact
code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,0.05776666666666667,0.0,0.05776666666666667,swaa_exact
code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,0.09245,0.0,0.09245,swaa_exact
code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,0.08486666666666667,0.0,0.08486666666666667,swaa_exact
code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,0.039716666666666664,0.0,0.039716666666666664,swaa_exact
code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,0.08393333333333333,0.0,0.08393333333333333,swaa_exact
code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,0.09076666666666666,0.0,0.09076666666666666,swaa_exact
code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,0.17306666666666667,0.0,0.17306666666666667,swaa_exact
code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,0.05856666666666667,0.0,0.05856666666666667,swaa_exact
code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,0.05466666666666667,0.0,0.05466666666666667,swaa_exact
code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,0.03816666666666667,0.0,0.03816666666666667,swaa_exact
code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,0.04106666666666667,0.0,0.04106666666666667,swaa_exact
continue_pattern/binary,continue_pattern,HCAST,estimate,0,0.0954,600.0,123.0,,123.0,uncorrected_no_delta
continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0488,1080.0,62.0,,62.0,uncorrected_no_delta
continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.056600000000000004,1080.0,530.0,,530.0,uncorrected_no_delta
continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0528,1080.0,536.0,,536.0,uncorrected_no_delta
continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0538,1080.0,542.0,,542.0,uncorrected_no_delta
continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.11380000000000001,1080.0,5020.0,,5020.0,uncorrected_no_delta
credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,13.0,0.5889307229270906,13.58893072292709,delta_corrected
credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,0,0.0,26.948,16.0,0.5889307229270906,16.588930722927092,delta_imputed_failure
credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,31.0,0.5889307229270906,31.588930722927092,delta_corrected
credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,45.0,0.5889307229270906,45.58893072292709,delta_corrected
cuda_backtesting/default,cuda_backtesting,HCAST,estimate,0,0.0,480.0,248.0,,248.0,uncorrected_no_delta
cuda_backtesting/default,cuda_backtesting,HCAST,estimate,0,0.0,480.0,585.0,,585.0,uncorrected_no_delta
data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,39.0,,39.0,uncorrected_no_delta
data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,239.0,,239.0,uncorrected_no_delta
data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,397.0,,397.0,uncorrected_no_delta
data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,461.0,,461.0,uncorrected_no_delta
data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.36,360.0,1333.0,,1333.0,uncorrected_no_delta
data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,1455.0,,1455.0,uncorrected_no_delta
debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.153,18.0,0.14056843014597473,18.140568430145976,delta_corrected
debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.153,30.0,0.14056843014597473,30.140568430145976,delta_corrected
debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.153,50.0,0.14056843014597473,50.140568430145976,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,18.0,0.47169057408606396,18.471690574086065,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,23.0,0.47169057408606396,23.471690574086065,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,26.0,0.47169057408606396,26.471690574086065,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,50.0,0.47169057408606396,50.47169057408606,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,55.0,0.47169057408606396,55.47169057408606,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,55.0,0.47169057408606396,55.47169057408606,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,56.0,0.47169057408606396,56.47169057408606,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,58.0,0.47169057408606396,58.47169057408606,delta_imputed_failure
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,80.0,0.47169057408606396,80.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,81.0,0.47169057408606396,81.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,88.0,0.47169057408606396,88.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,93.0,0.47169057408606396,93.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,93.0,0.47169057408606396,93.47169057408607,delta_imputed_failure
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,97.0,0.47169057408606396,97.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,110.0,0.47169057408606396,110.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,113.0,0.47169057408606396,113.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,124.0,0.47169057408606396,124.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,126.0,0.47169057408606396,126.47169057408607,delta_imputed_failure
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,128.0,0.47169057408606396,128.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,140.0,0.47169057408606396,140.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,149.0,0.47169057408606396,149.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,150.0,0.47169057408606396,150.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,174.0,0.47169057408606396,174.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,183.0,0.47169057408606396,183.47169057408607,delta_imputed_failure
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,185.0,0.47169057408606396,185.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,190.0,0.47169057408606396,190.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,215.0,0.47169057408606396,215.47169057408607,delta_imputed_failure
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,252.0,0.47169057408606396,252.47169057408607,delta_corrected
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.218,316.0,0.47169057408606396,316.47169057408604,delta_imputed_failure
debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.218,588.0,0.47169057408606396,588.4716905740861,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,0.0,0.15447235942099607,0.15447235942099607,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,3.0,0.15447235942099607,3.1544723594209962,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,13.0,0.15447235942099607,13.154472359420996,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,21.0,0.15447235942099607,21.154472359420996,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,24.0,0.15447235942099607,24.154472359420996,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,24.0,0.15447235942099607,24.154472359420996,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,24.0,0.15447235942099607,24.154472359420996,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,26.0,0.15447235942099607,26.154472359420996,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,29.0,0.15447235942099607,29.154472359420996,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,32.0,0.15447235942099607,32.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,35.0,0.15447235942099607,35.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,40.0,0.15447235942099607,40.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,47.0,0.15447235942099607,47.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,49.0,0.15447235942099607,49.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,53.0,0.15447235942099607,53.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,57.0,0.15447235942099607,57.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,57.0,0.15447235942099607,57.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,59.0,0.15447235942099607,59.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,59.0,0.15447235942099607,59.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,60.0,0.15447235942099607,60.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,61.0,0.15447235942099607,61.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,63.0,0.15447235942099607,63.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,65.0,0.15447235942099607,65.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,69.0,0.15447235942099607,69.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,71.0,0.15447235942099607,71.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,73.0,0.15447235942099607,73.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,78.0,0.15447235942099607,78.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,81.0,0.15447235942099607,81.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,86.0,0.15447235942099607,86.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,86.0,0.15447235942099607,86.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,86.0,0.15447235942099607,86.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,88.0,0.15447235942099607,88.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,92.0,0.15447235942099607,92.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,93.0,0.15447235942099607,93.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,96.0,0.15447235942099607,96.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,97.0,0.15447235942099607,97.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,97.0,0.15447235942099607,97.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,97.0,0.15447235942099607,97.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.3846153846,84.437,99.0,0.15447235942099607,99.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,100.0,0.15447235942099607,100.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,105.0,0.15447235942099607,105.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,105.0,0.15447235942099607,105.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,108.0,0.15447235942099607,108.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,108.0,0.15447235942099607,108.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,112.0,0.15447235942099607,112.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,119.0,0.15447235942099607,119.15447235942099,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0769230769,84.437,122.0,0.15447235942099607,122.15447235942099,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,129.0,0.15447235942099607,129.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,131.0,0.15447235942099607,131.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,135.0,0.15447235942099607,135.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,137.0,0.15447235942099607,137.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,141.0,0.15447235942099607,141.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,146.0,0.15447235942099607,146.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.8461538462,84.437,150.0,0.15447235942099607,150.154472359421,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,150.0,0.15447235942099607,150.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,162.0,0.15447235942099607,162.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,166.0,0.15447235942099607,166.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,167.0,0.15447235942099607,167.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,0,0.0,84.437,174.0,0.15447235942099607,174.154472359421,delta_imputed_failure
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,191.0,0.15447235942099607,191.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,205.0,0.15447235942099607,205.154472359421,delta_corrected
debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,84.437,216.0,0.15447235942099607,216.154472359421,delta_corrected
