run_id,task_id,task_family,task_source,human_source,score_binarized,score_cont,human_minutes,started_at,completed_at,minutes_floored,delta_task,minutes_derived,derivation
small_tasks_baseline_189,arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,1737419851954.0,1737419859339.0,0.12308333333333334,0.0,0.12308333333333334,swaa_exact
small_tasks_baseline_50,arithmetic/complex_9,arithmetic,SWAA,baseline,1,1.0,0.1720399438,1737422578539.0,1737422583496.0,0.08261666666666667,0.0,0.08261666666666667,swaa_exact
small_tasks_baseline_161,arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,1737424778036.0,1737424779289.0,0.020883333333333334,0.0,0.020883333333333334,swaa_exact
small_tasks_baseline_190,arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,1737419859351.0,1737419860654.0,0.021716666666666665,0.0,0.021716666666666665,swaa_exact
small_tasks_baseline_51,arithmetic/simple_1,arithmetic,SWAA,baseline,1,1.0,0.0199203547,1737422583506.0,1737422584551.0,0.017416666666666667,0.0,0.017416666666666667,swaa_exact
small_tasks_baseline_162,arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,1737424779293.0,1737424787540.0,0.13745,0.0,0.13745,swaa_exact
small_tasks_baseline_191,arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,1737419860664.0,1737419864483.0,0.06365,0.0,0.06365,swaa_exact
small_tasks_baseline_52,arithmetic/simple_10,arithmetic,SWAA,baseline,1,1.0,0.06644668100000001,1737422584561.0,1737422586572.0,0.03351666666666667,0.0,0.03351666666666667,swaa_exact
small_tasks_baseline_163,arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,1737424787552.0,1737424789739.0,0.03645,0.0,0.03645,swaa_exact
small_tasks_baseline_192,arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,1737419864496.0,1737419866176.0,0.028,0.0,0.028,swaa_exact
small_tasks_baseline_53,arithmetic/simple_2,arithmetic,SWAA,baseline,1,1.0,0.0292883521,1737422586581.0,1737422588058.0,0.024616666666666665,0.0,0.024616666666666665,swaa_exact
small_tasks_baseline_164,arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,1737424789743.0,1737424791437.0,0.028233333333333333,0.0,0.028233333333333333,swaa_exact
small_tasks_baseline_193,arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,1737419866186.0,1737419867928.0,0.029033333333333335,0.0,0.029033333333333335,swaa_exact
small_tasks_baseline_54,arithmetic/simple_3,arithmetic,SWAA,baseline,1,1.0,0.0284580325,1737422588068.0,1737422589753.0,0.02808333333333333,0.0,0.02808333333333333,swaa_exact
small_tasks_baseline_165,arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,1737424791444.0,1737424793045.0,0.026683333333333333,0.0,0.026683333333333333,swaa_exact
small_tasks_baseline_194,arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,1737419867937.0,1737419869700.0,0.029383333333333334,0.0,0.029383333333333334,swaa_exact
small_tasks_baseline_55,arithmetic/simple_4,arithmetic,SWAA,baseline,1,1.0,0.027457338600000002,1737422589765.0,1737422591351.0,0.026433333333333333,0.0,0.026433333333333333,swaa_exact
small_tasks_baseline_166,arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,1737424793058.0,1737424795073.0,0.03358333333333333,0.0,0.03358333333333333,swaa_exact
small_tasks_baseline_195,arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,1737419869713.0,1737419871865.0,0.035866666666666665,0.0,0.035866666666666665,swaa_exact
small_tasks_baseline_56,arithmetic/simple_5,arithmetic,SWAA,baseline,1,1.0,0.0320020836,1737422591358.0,1737422592990.0,0.0272,0.0,0.0272,swaa_exact
small_tasks_baseline_167,arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,1737424795078.0,1737424797441.0,0.03938333333333333,0.0,0.03938333333333333,swaa_exact
small_tasks_baseline_196,arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,1737419871875.0,1737419873631.0,0.029266666666666667,0.0,0.029266666666666667,swaa_exact
small_tasks_baseline_57,arithmetic/simple_6,arithmetic,SWAA,baseline,1,1.0,0.032043553,1737422592999.0,1737422594710.0,0.028516666666666666,0.0,0.028516666666666666,swaa_exact
small_tasks_baseline_168,arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,1737424797447.0,1737424799880.0,0.04055,0.0,0.04055,swaa_exact
small_tasks_baseline_197,arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,1737419873638.0,1737419876035.0,0.03995,0.0,0.03995,swaa_exact
small_tasks_baseline_58,arithmetic/simple_7,arithmetic,SWAA,baseline,1,1.0,0.0358603689,1737422594717.0,1737422596424.0,0.02845,0.0,0.02845,swaa_exact
small_tasks_baseline_169,arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,1737424799891.0,1737424804440.0,0.07581666666666667,0.0,0.07581666666666667,swaa_exact
small_tasks_baseline_198,arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,1737419876046.0,1737419895086.0,0.31733333333333336,0.0,0.31733333333333336,swaa_exact
small_tasks_baseline_59,arithmetic/simple_8,arithmetic,SWAA,baseline,1,1.0,0.1343182743,1737422596437.0,1737422602479.0,0.1007,0.0,0.1007,swaa_exact
small_tasks_baseline_170,arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,1737424804448.0,1737424807298.0,0.0475,0.0,0.0475,swaa_exact
small_tasks_baseline_199,arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,1737419895099.0,1737419898341.0,0.054033333333333336,0.0,0.054033333333333336,swaa_exact
small_tasks_baseline_60,arithmetic/simple_9,arithmetic,SWAA,baseline,1,1.0,0.0436984314,1737422602492.0,1737422604444.0,0.03253333333333333,0.0,0.03253333333333333,swaa_exact
120,audio_classification/macaques,audio_classification,HCAST,baseline,0,0.0,310.885,0.0,1800000.0,30.0,0.6720708484629832,30.672070848462983,delta_imputed_failure
121,audio_classification/macaques,audio_classification,HCAST,baseline,0,0.0,310.885,0.0,7020000.0,117.0,0.6720708484629832,117.67207084846298,delta_imputed_failure
122,audio_classification/macaques,audio_classification,HCAST,baseline,1,0.9868421053,310.885,0.0,10320000.0,172.0,0.6720708484629832,172.672070848463,delta_corrected
123,audio_classification/macaques,audio_classification,HCAST,baseline,1,1.0,310.885,0.0,17940000.0,299.0,0.6720708484629832,299.67207084846297,delta_corrected
124,audio_classification/macaques,audio_classification,HCAST,baseline,0,0.0,310.885,0.0,21600000.0,360.0,0.6720708484629832,360.67207084846297,delta_imputed_failure
125,audio_classification/macaques,audio_classification,HCAST,baseline,1,1.0,310.885,0.0,34800000.0,580.0,0.6720708484629832,580.672070848463,delta_corrected
126,audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,0.0,3780000.0,63.0,,63.0,uncorrected_no_delta
127,audio_classification/macaques_numpy,audio_classification,HCAST,estimate,0,0.0,360.0,0.0,16200000.0,270.0,,270.0,uncorrected_no_delta
128,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.995,0.0,60000.0,1.0,0.1617261604283688,1.1617261604283688,delta_corrected
129,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.995,0.0,120000.0,2.0,0.1617261604283688,2.1617261604283686,delta_corrected
130,auto_days_since/fixed-date,auto_days_since,HCAST,baseline,1,1.0,1.995,0.0,180000.0,3.0,0.1617261604283688,3.1617261604283686,delta_corrected
131,automatic_jailbreak/gpt4,automatic_jailbreak,HCAST,estimate,0,0.15,120.0,0.0,10560000.0,176.0,,176.0,uncorrected_no_delta
155,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,420000.0,7.0,0.04300000000024864,7.043000000000249,delta_imputed_failure
156,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,480000.0,8.0,0.04300000000024864,8.043000000000248,delta_imputed_failure
157,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,540000.0,9.0,0.04300000000024864,9.043000000000248,delta_imputed_failure
158,blackbox/acorn,blackbox,HCAST,baseline,1,1.0,12.043,0.0,720000.0,12.0,0.04300000000024864,12.043000000000248,delta_corrected
159,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,1020000.0,17.0,0.04300000000024864,17.043000000000248,delta_imputed_failure
160,blackbox/acorn,blackbox,HCAST,baseline,0,0.5,12.043,0.0,1680000.0,28.0,0.04300000000024864,28.043000000000248,delta_imputed_failure
161,blackbox/acorn,blackbox,HCAST,baseline,0,0.33333333330000003,12.043,0.0,2760000.0,46.0,0.04300000000024864,46.04300000000025,delta_imputed_failure
162,blackbox/acorn,blackbox,HCAST,baseline,0,0.0277777778,12.043,0.0,3060000.0,51.0,0.04300000000024864,51.04300000000025,delta_imputed_failure
163,blackbox/acorn,blackbox,HCAST,baseline,0,0.0416666667,12.043,0.0,6660000.0,111.0,0.04300000000024864,111.04300000000025,delta_imputed_failure
164,blackbox/acorn,blackbox,HCAST,baseline,0,0.2,12.043,0.0,8340000.0,139.0,0.04300000000024864,139.04300000000026,delta_imputed_failure
165,blackbox/apple,blackbox,HCAST,baseline,0,0.25,17.6,0.0,360000.0,6.0,0.27795902680821977,6.27795902680822,delta_imputed_failure
166,blackbox/apple,blackbox,HCAST,baseline,0,0.33333333330000003,17.6,0.0,720000.0,12.0,0.27795902680821977,12.27795902680822,delta_imputed_failure
167,blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,0.0,720000.0,12.0,0.27795902680821977,12.27795902680822,delta_corrected
168,blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,0.0,960000.0,16.0,0.27795902680821977,16.27795902680822,delta_corrected
169,blackbox/apple,blackbox,HCAST,baseline,0,0.2,17.6,0.0,1200000.0,20.0,0.27795902680821977,20.27795902680822,delta_imputed_failure
170,blackbox/apple,blackbox,HCAST,baseline,0,0.25,17.6,0.0,1260000.0,21.0,0.27795902680821977,21.27795902680822,delta_imputed_failure
171,blackbox/apple,blackbox,HCAST,baseline,1,1.0,17.6,0.0,1620000.0,27.0,0.27795902680821977,27.27795902680822,delta_corrected
172,blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,0.0,480000.0,8.0,,8.0,uncorrected_no_delta
173,blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,0.0,540000.0,9.0,,9.0,uncorrected_no_delta
174,blackbox/apron,blackbox,HCAST,estimate,0,0.5,10.0,0.0,660000.0,11.0,,11.0,uncorrected_no_delta
175,blackbox/apron,blackbox,HCAST,estimate,0,0.25,10.0,0.0,1260000.0,21.0,,21.0,uncorrected_no_delta
176,blackbox/apron,blackbox,HCAST,estimate,0,0.25,10.0,0.0,1740000.0,29.0,,29.0,uncorrected_no_delta
177,blackbox/apron,blackbox,HCAST,estimate,0,0.0,10.0,0.0,2640000.0,44.0,,44.0,uncorrected_no_delta
178,blackbox/apron,blackbox,HCAST,estimate,0,0.125,10.0,0.0,5460000.0,91.0,,91.0,uncorrected_no_delta
179,blackbox/apron,blackbox,HCAST,estimate,0,0.016949152500000002,10.0,0.0,22080000.0,368.0,,368.0,uncorrected_no_delta
180,blackbox/autumn,blackbox,HCAST,baseline,0,0.33333333330000003,36.719,0.0,600000.0,10.0,0.7189999999999985,10.718999999999998,delta_imputed_failure
181,blackbox/autumn,blackbox,HCAST,baseline,0,0.5,36.719,0.0,780000.0,13.0,0.7189999999999985,13.718999999999998,delta_imputed_failure
182,blackbox/autumn,blackbox,HCAST,baseline,0,0.1428571429,36.719,0.0,1440000.0,24.0,0.7189999999999985,24.718999999999998,delta_imputed_failure
183,blackbox/autumn,blackbox,HCAST,baseline,0,0.1111111111,36.719,0.0,1800000.0,30.0,0.7189999999999985,30.718999999999998,delta_imputed_failure
184,blackbox/autumn,blackbox,HCAST,baseline,0,0.33333333330000003,36.719,0.0,2160000.0,36.0,0.7189999999999985,36.719,delta_imputed_failure
185,blackbox/autumn,blackbox,HCAST,baseline,1,1.0,36.719,0.0,2160000.0,36.0,0.7189999999999985,36.719,delta_corrected
186,blackbox/autumn,blackbox,HCAST,baseline,0,0.2,36.719,0.0,8100000.0,135.0,0.7189999999999985,135.719,delta_imputed_failure
187,blackbox/autumn,blackbox,HCAST,baseline,0,0.125,36.719,0.0,9180000.0,153.0,0.7189999999999985,153.719,delta_imputed_failure
188,blackbox/beach,blackbox,HCAST,estimate,0,0.0769230769,10.0,0.0,600000.0,10.0,,10.0,uncorrected_no_delta
189,blackbox/beach,blackbox,HCAST,estimate,0,0.5,10.0,0.0,1140000.0,19.0,,19.0,uncorrected_no_delta
190,blackbox/beach,blackbox,HCAST,estimate,0,0.33333333330000003,10.0,0.0,1140000.0,19.0,,19.0,uncorrected_no_delta
191,blackbox/beach,blackbox,HCAST,estimate,0,0.2,10.0,0.0,1860000.0,31.0,,31.0,uncorrected_no_delta
192,blackbox/beach,blackbox,HCAST,estimate,0,0.2,10.0,0.0,2040000.0,34.0,,34.0,uncorrected_no_delta
193,blackbox/charm,blackbox,HCAST,baseline,0,0.667,63.873,0.0,2040000.0,34.0,0.8729999999999917,34.87299999999999,delta_imputed_failure
194,blackbox/charm,blackbox,HCAST,baseline,0,0.8,63.873,0.0,3060000.0,51.0,0.8729999999999917,51.87299999999999,delta_imputed_failure
195,blackbox/charm,blackbox,HCAST,baseline,0,0.6666666667000001,63.873,0.0,3240000.0,54.0,0.8729999999999917,54.87299999999999,delta_imputed_failure
196,blackbox/charm,blackbox,HCAST,baseline,0,0.6666666667000001,63.873,0.0,3600000.0,60.0,0.8729999999999917,60.87299999999999,delta_imputed_failure
197,blackbox/charm,blackbox,HCAST,baseline,1,1.0,63.873,0.0,3780000.0,63.0,0.8729999999999917,63.87299999999999,delta_corrected
198,blackbox/charm,blackbox,HCAST,baseline,0,0.5714285714,63.873,0.0,5160000.0,86.0,0.8729999999999917,86.87299999999999,delta_imputed_failure
199,browser_test_2/alphacode_2,browser_test_2,HCAST,baseline,1,1.0,9.74,0.0,180000.0,3.0,0.4759693637766343,3.4759693637766342,delta_corrected
200,browser_test_2/alphacode_2,browser_test_2,HCAST,baseline,1,1.0,9.74,0.0,180000.0,3.0,0.4759693637766343,3.4759693637766342,delta_corrected
201,browser_test_2/alphacode_2,browser_test_2,HCAST,baseline,1,1.0,9.74,0.0,4560000.0,76.0,0.4759693637766343,76.47596936377663,delta_corrected
small_tasks_baseline_171,code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,1737424807306.0,1737424815338.0,0.13386666666666666,0.0,0.13386666666666666,swaa_exact
small_tasks_baseline_200,code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,1737419898348.0,1737419903094.0,0.0791,0.0,0.0791,swaa_exact
small_tasks_baseline_61,code_completion/check_none,code_completion,SWAA,baseline,1,1.0,0.0845593587,1737422604451.0,1737422607878.0,0.05711666666666667,0.0,0.05711666666666667,swaa_exact
small_tasks_baseline_174,code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,1737424945690.0,1737424948483.0,0.04655,0.0,0.04655,swaa_exact
small_tasks_baseline_203,code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,1737419908604.0,1737419912743.0,0.06898333333333333,0.0,0.06898333333333333,swaa_exact
small_tasks_baseline_64,code_completion/git_push,code_completion,SWAA,baseline,1,1.0,0.0637064223,1737422649653.0,1737422654483.0,0.0805,0.0,0.0805,swaa_exact
small_tasks_baseline_175,code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,1737424948494.0,1737424953005.0,0.07518333333333334,0.0,0.07518333333333334,swaa_exact
small_tasks_baseline_204,code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,1737419912752.0,1737419916553.0,0.06335,0.0,0.06335,swaa_exact
small_tasks_baseline_65,code_completion/git_status,code_completion,SWAA,baseline,1,1.0,0.0694571168,1737422654493.0,1737422658714.0,0.07035,0.0,0.07035,swaa_exact
small_tasks_baseline_176,code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,1737424953009.0,1737424963066.0,0.16761666666666666,0.0,0.16761666666666666,swaa_exact
small_tasks_baseline_205,code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,1737419916566.0,1737419920032.0,0.05776666666666667,0.0,0.05776666666666667,swaa_exact
small_tasks_baseline_66,code_completion/install_requirements,code_completion,SWAA,baseline,1,1.0,0.0963721313,1737422658729.0,1737422664276.0,0.09245,0.0,0.09245,swaa_exact
small_tasks_baseline_177,code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,1737424963078.0,1737424968170.0,0.08486666666666667,0.0,0.08486666666666667,swaa_exact
small_tasks_baseline_206,code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,1737419920038.0,1737419922421.0,0.039716666666666664,0.0,0.039716666666666664,swaa_exact
small_tasks_baseline_67,code_completion/python_version,code_completion,SWAA,baseline,1,1.0,0.0656426422,1737422664286.0,1737422669322.0,0.08393333333333333,0.0,0.08393333333333333,swaa_exact
small_tasks_baseline_178,code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,1737424983267.0,1737424988713.0,0.09076666666666666,0.0,0.09076666666666666,swaa_exact
small_tasks_baseline_207,code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,1737419936414.0,1737419946798.0,0.17306666666666667,0.0,0.17306666666666667,swaa_exact
small_tasks_baseline_68,code_completion/type_check_int,code_completion,SWAA,baseline,1,1.0,0.09725311560000001,1737422673831.0,1737422677345.0,0.05856666666666667,0.0,0.05856666666666667,swaa_exact
small_tasks_baseline_179,code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,1737424988720.0,1737424992000.0,0.05466666666666667,0.0,0.05466666666666667,swaa_exact
small_tasks_baseline_208,code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,1737419946811.0,1737419949101.0,0.03816666666666667,0.0,0.03816666666666667,swaa_exact
small_tasks_baseline_69,code_completion/type_check_str,code_completion,SWAA,baseline,1,1.0,0.044087738200000004,1737422677355.0,1737422679819.0,0.04106666666666667,0.0,0.04106666666666667,swaa_exact
213,continue_pattern/binary,continue_pattern,HCAST,estimate,0,0.0954,600.0,0.0,7380000.0,123.0,,123.0,uncorrected_no_delta
214,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0488,1080.0,0.0,3720000.0,62.0,,62.0,uncorrected_no_delta
215,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.056600000000000004,1080.0,0.0,31800000.0,530.0,,530.0,uncorrected_no_delta
216,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0528,1080.0,0.0,32160000.0,536.0,,536.0,uncorrected_no_delta
217,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.0538,1080.0,0.0,32520000.0,542.0,,542.0,uncorrected_no_delta
218,continue_pattern/easy,continue_pattern,HCAST,estimate,0,0.11380000000000001,1080.0,0.0,301200000.0,5020.0,,5020.0,uncorrected_no_delta
219,continue_pattern/ternary,continue_pattern,HCAST,estimate,0,0.7134,240.0,0.0,12420000.0,207.0,,207.0,uncorrected_no_delta
220,continue_pattern/ternary,continue_pattern,HCAST,estimate,0,0.7306,240.0,0.0,29100000.0,485.0,,485.0,uncorrected_no_delta
221,continue_pattern/ternary,continue_pattern,HCAST,estimate,0,0.6928000000000001,240.0,0.0,31320000.0,522.0,,522.0,uncorrected_no_delta
222,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,0.0,780000.0,13.0,0.5889307229270906,13.58893072292709,delta_corrected
223,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,0,0.0,26.948,0.0,960000.0,16.0,0.5889307229270906,16.588930722927092,delta_imputed_failure
224,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,0.0,1860000.0,31.0,0.5889307229270906,31.588930722927092,delta_corrected
225,credit_card_validity/add_check_digits,credit_card_validity,HCAST,baseline,1,1.0,26.948,0.0,2700000.0,45.0,0.5889307229270906,45.58893072292709,delta_corrected
226,credit_card_validity/validate_number,credit_card_validity,HCAST,baseline,1,1.0,3.263,0.0,60000.0,1.0,0.4389712686621084,1.4389712686621083,delta_corrected
227,credit_card_validity/validate_number,credit_card_validity,HCAST,baseline,1,1.0,3.263,0.0,240000.0,4.0,0.4389712686621084,4.438971268662108,delta_corrected
228,credit_card_validity/validate_number,credit_card_validity,HCAST,baseline,1,1.0,3.263,0.0,300000.0,5.0,0.4389712686621084,5.438971268662108,delta_corrected
229,credit_card_validity/validate_number,credit_card_validity,HCAST,baseline,0,0.0,3.263,0.0,960000.0,16.0,0.4389712686621084,16.438971268662108,delta_imputed_failure
230,cuda_backtesting/default,cuda_backtesting,HCAST,estimate,0,0.0,480.0,0.0,14880000.0,248.0,,248.0,uncorrected_no_delta
231,cuda_backtesting/default,cuda_backtesting,HCAST,estimate,0,0.0,480.0,0.0,35100000.0,585.0,,585.0,uncorrected_no_delta
232,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,2340000.0,39.0,,39.0,uncorrected_no_delta
233,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,14340000.0,239.0,,239.0,uncorrected_no_delta
234,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,23820000.0,397.0,,397.0,uncorrected_no_delta
235,data_deduplication/c4_pairs_1m,data_deduplication,HCAST,estimate,0,0.0,360.0,0.0,27660000.0,461.0,,461.0,uncorrected_no_delta
236,debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.23,0.0,1080000.0,18.0,0.2031124314732471,18.203112431473247,delta_corrected
237,debug_small_libs/markdown,debug_small_libs,HCAST,baseline,1,1.0,30.23,0.0,3000000.0,50.0,0.2031124314732471,50.203112431473244,delta_corrected
238,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,1080000.0,18.0,0.5681843562400397,18.56818435624004,delta_corrected
239,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,1560000.0,26.0,0.5681843562400397,26.56818435624004,delta_corrected
240,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,1860000.0,31.0,0.5681843562400397,31.56818435624004,delta_corrected
241,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,3000000.0,50.0,0.5681843562400397,50.56818435624004,delta_corrected
242,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,3300000.0,55.0,0.5681843562400397,55.56818435624004,delta_corrected
243,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,3300000.0,55.0,0.5681843562400397,55.56818435624004,delta_corrected
244,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,3360000.0,56.0,0.5681843562400397,56.56818435624004,delta_corrected
245,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.452,0.0,3480000.0,58.0,0.5681843562400397,58.56818435624004,delta_imputed_failure
246,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,4800000.0,80.0,0.5681843562400397,80.56818435624004,delta_corrected
247,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,4860000.0,81.0,0.5681843562400397,81.56818435624004,delta_corrected
248,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,5280000.0,88.0,0.5681843562400397,88.56818435624004,delta_corrected
249,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,5580000.0,93.0,0.5681843562400397,93.56818435624004,delta_corrected
250,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.452,0.0,5580000.0,93.0,0.5681843562400397,93.56818435624004,delta_imputed_failure
251,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,5820000.0,97.0,0.5681843562400397,97.56818435624004,delta_corrected
252,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,6600000.0,110.0,0.5681843562400397,110.56818435624004,delta_corrected
253,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,6780000.0,113.0,0.5681843562400397,113.56818435624004,delta_corrected
254,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.452,0.0,7560000.0,126.0,0.5681843562400397,126.56818435624004,delta_imputed_failure
255,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,7680000.0,128.0,0.5681843562400397,128.56818435624004,delta_corrected
256,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,8400000.0,140.0,0.5681843562400397,140.56818435624004,delta_corrected
257,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,8940000.0,149.0,0.5681843562400397,149.56818435624004,delta_corrected
258,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,9000000.0,150.0,0.5681843562400397,150.56818435624004,delta_corrected
259,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,10440000.0,174.0,0.5681843562400397,174.56818435624004,delta_corrected
260,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.452,0.0,10980000.0,183.0,0.5681843562400397,183.56818435624004,delta_imputed_failure
261,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,11100000.0,185.0,0.5681843562400397,185.56818435624004,delta_corrected
262,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,11400000.0,190.0,0.5681843562400397,190.56818435624004,delta_corrected
263,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.452,0.0,12900000.0,215.0,0.5681843562400397,215.56818435624004,delta_imputed_failure
264,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,15120000.0,252.0,0.5681843562400397,252.56818435624004,delta_corrected
265,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,0,0.0,95.452,0.0,18960000.0,316.0,0.5681843562400397,316.56818435624007,delta_imputed_failure
266,debug_small_libs/orm_allbugs,debug_small_libs,HCAST,baseline,1,1.0,95.452,0.0,35280000.0,588.0,0.5681843562400397,588.5681843562401,delta_corrected
267,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,83.215,0.0,0.0,0.0,0.15456569233549625,0.15456569233549625,delta_corrected
268,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,83.215,0.0,180000.0,3.0,0.15456569233549625,3.1545656923354963,delta_corrected
269,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,83.215,0.0,780000.0,13.0,0.15456569233549625,13.154565692335495,delta_corrected
270,debug_small_libs/orm_somebugs,debug_small_libs,HCAST,baseline,1,1.0,83.215,0.0,1260000.0,21.0,0.15456569233549625,21.154565692335495,delta_corrected
